,path,transcription,intent
384,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1570.wav,set the intensity of the tubelight to two percent,SetLightBrightness
385,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1382.wav,change and set backyard lights to brightness setting of twelve,SetLightBrightness
386,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/503.wav,I would like the vestibule to be pink,SetLightColor
387,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/401.wav,I want the brightest lights in the kitchen please,IncreaseBrightness
388,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1110.wav,The light needs to be dimmed.,DecreaseBrightness
389,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1496.wav,make all kids room lights red colored,SetLightColor
390,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1572.wav,set the living room lights to ten percent,SetLightBrightness
391,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/142.wav,Change backyard lighting to pink please,SetLightColor
392,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/584.wav,Increase the brightness of this room.,IncreaseBrightness
393,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/572.wav,Increase light brightness.,IncreaseBrightness
394,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1214.wav,Turn on the laundry room lighting,SwitchLightOn
395,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/125.wav,Can you turn off the lights,SwitchLightOff
396,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1155.wav,Turn down the lights in the toilets room,DecreaseBrightness
397,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1462.wav,"its pretty dark here , why didnt you turn the lights up",IncreaseBrightness
398,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/647.wav,Lights off please,SwitchLightOff
399,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/718.wav,Make the boardroom lights red,SetLightColor
400,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1577.wav,some light,SwitchLightOn
401,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1160.wav,Turn light on in toilet room,SwitchLightOn
402,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/347.wav,I need the light,SwitchLightOn
403,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/637.wav,"Lets lower the lights, please. ",DecreaseBrightness
404,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1601.wav,"the cellar is cold and dark, please turn up the brightness",IncreaseBrightness
405,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1039.wav,Shine some light in here.,SwitchLightOn
406,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1178.wav,Turn off the lights,SwitchLightOff
407,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1210.wav,Turn on the bathroom lights,SwitchLightOn
408,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1064.wav,Switch off all exterior lighting.,SwitchLightOff
409,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/709.wav,Make the backyard brighter.,IncreaseBrightness
410,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1229.wav,Turn on the spotlight in the room,SwitchLightOn
411,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/9.wav,Adjust the bed room brightness level to seventy-three.,SetLightBrightness
412,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/902.wav,Please turn my lights on,SwitchLightOn
413,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1518.wav,pantry light level should be two percent,SetLightBrightness
414,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1504.wav,make the light blue,SetLightColor
415,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/771.wav,Make the lights in the garage a thirty nine please.,SetLightBrightness
416,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/661.wav,Lower the brightness in the cubicle,DecreaseBrightness
417,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/324.wav,I don't want the lights on in the cella anymore,SwitchLightOff
418,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1491.wav,lower kids bedroom lights,DecreaseBrightness
419,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/145.wav,Change kids room lights to pink,SetLightColor
420,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/798.wav,Make the room a bit darker,DecreaseBrightness
421,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1088.wav,The brightness in the studio should be twenty two,SetLightBrightness
422,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1146.wav,Turn down the lights,DecreaseBrightness
423,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1321.wav,Turn the studio lights to thirty nine,SetLightBrightness
424,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/150.wav,Change lights in garage to level five,SetLightBrightness
425,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1220.wav,Turn on the lights in the entrance,SwitchLightOn
426,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1596.wav,take all lights off  as soon as possible,SwitchLightOff
427,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/344.wav,I need some lights in the kitchen,SwitchLightOn
428,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/387.wav,I want lights on in the backyard,SwitchLightOn
429,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1098.wav,"The house room light needs to be changed to red
",SetLightColor
430,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1115.wav,The lights in the living room need to be blue.,SetLightColor
431,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1365.wav,brighten up the cubicle,IncreaseBrightness
432,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1422.wav,garage lights to red please,SetLightColor
433,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/494.wav,I would like pink lights please.,SetLightColor
434,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/543.wav,I'd prefer the laundry room lights to be turned to green,SetLightColor
435,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1357.wav,basement lights should be turned on,SwitchLightOn
436,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/152.wav,Change lights to pink,SetLightColor
437,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/355.wav,I need the lights off in the changing room,SwitchLightOff
438,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/81.wav,Can you increase the lighting level in the studio?,IncreaseBrightness
439,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1377.wav,can you turn off the cellar lights?,SwitchLightOff
440,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1286.wav,Turn the lights off now,SwitchLightOff
441,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/856.wav,Please increase the lights in the office,IncreaseBrightness
442,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1211.wav,Turn on the bed room lights,SwitchLightOn
443,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/956.wav,Put the lights in the living room at level thirty nine,SetLightBrightness
444,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/79.wav,Can you increase the brightness of the lights in the bed room?,IncreaseBrightness
445,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/39.wav,Be sure the lights are off by the toilet,SwitchLightOff
446,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/688.wav,Make it dark in the changing room,SwitchLightOff
447,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1543.wav,please switch lights off,SwitchLightOff
448,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1073.wav,Switch on the lights in the kids bedroom.,SwitchLightOn
449,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1483.wav,lights on,SwitchLightOn
450,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/744.wav,Make the light bulbs brighter please,IncreaseBrightness
451,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/313.wav,Help me set the lights to twenty,SetLightBrightness
452,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/728.wav,Make the cubicle lights turn off,SwitchLightOff
453,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/643.wav,Lights in the backyard should be red.,SetLightColor
454,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/674.wav,Make certain no lights are on in the bathroom,SwitchLightOff
455,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/790.wav,Make the lights turn on,SwitchLightOn
456,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1172.wav,Turn off my bedroom lights please,SwitchLightOff
457,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/215.wav,Color the lights red,SetLightColor
458,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/159.wav,Change the basement brightness to two,SetLightBrightness
459,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/791.wav,Make the living room dimmer,DecreaseBrightness
460,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/885.wav,Please shut off the lights above the toilet,SwitchLightOff
461,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/660.wav,Lower the brightness,DecreaseBrightness
462,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1510.wav,make the lights to level twenty two,SetLightBrightness
463,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/73.wav,Can you darken the bedroom,DecreaseBrightness
464,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/199.wav,Change the lights to pink please,SetLightColor
465,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1205.wav,Turn on lights in the cellar,SwitchLightOn
466,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/434.wav,I want the lights dimmed.,DecreaseBrightness
467,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/383.wav,I want level twelve to be the setting for the brightness,SetLightBrightness
468,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1471.wav,let there be light,SwitchLightOn
469,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1545.wav,please switch off the kitchen lights after you cook,SwitchLightOff
470,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/900.wav,Please turn lights red in large meeting room,SetLightColor
471,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1105.wav,The light in the appartment needs to be dimmed,DecreaseBrightness
472,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/418.wav,I want the house lights to be pink.,SetLightColor
473,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/861.wav,Please make the color red,SetLightColor
474,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/438.wav,I want the lights in the laundry room to change to red.,SetLightColor
475,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/672.wav,Lower the lights. ,DecreaseBrightness
476,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/106.wav,Can you raise the lights in the toilets,IncreaseBrightness
477,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/481.wav,I want to make the room brighter. ,IncreaseBrightness
